# Kepler-9b
# T0s err_T0s
2.4549772499199146e+06  1.1143759540743758e-03
2.4549964836181914e+06  7.6647930379181162e-04
2.4550349537938088e+06  8.1067747188967587e-04
2.4550541923129288e+06  2.0789073638525224e-03
2.4550734346615458e+06  2.9051415409355741e-03
2.4551119286596058e+06  1.4789803958024095e-03
2.4551311714942586e+06  9.2358937314429568e-04
2.4551504317078106e+06  8.5587146486432175e-04
2.4551696823994918e+06  8.4037764662525660e-04
2.4551889475853718e+06  8.9680890090448884e-04
2.4552082032606243e+06  5.8185955344924878e-04
2.4552274742083265e+06  1.6457030114906956e-03
2.4552467372336802e+06  5.7198216222786868e-04
2.4552660156564917e+06  2.6639107313144450e-03
2.4552852819645731e+06  1.2724664911729633e-03
2.4553045643392554e+06  8.3781837673768678e-04
2.4553238361438168e+06  6.2429001286545827e-04
2.4553431183705088e+06  7.3577251271217392e-04
2.4553623963579135e+06  5.7307959900754213e-04
2.4553816786417635e+06  1.3304250159080766e-03
2.4554009568210864e+06  1.1050962261833774e-03
2.4554202410103669e+06  1.2470765952912188e-03
2.4554395193496072e+06  1.1241652620128662e-03
2.4554588033407056e+06  6.3354235862789210e-04
2.4554780804036972e+06  5.9951702178295818e-04
2.4554973608065015e+06  5.7584805722399324e-04
2.4555166355072167e+06  5.2685497689708427e-04
2.4555359106204305e+06  5.5837407830949815e-04
2.4555744525839598e+06  5.6969534455220128e-04
2.4555937183853490e+06  5.1915543269842601e-04
2.4556129822952817e+06  6.0036312106603873e-04
2.4556322429726771e+06  7.9082603917868255e-04
2.4556514981195154e+06  5.2588389644370181e-04
2.4556707527653552e+06  4.9172336923675175e-04
2.4556900021142303e+06  5.5007928870054457e-04
2.4557092485912354e+06  6.0008392131294386e-04
2.4557284914323525e+06  5.2823963562786957e-04
2.4557477317412770e+06  5.7132335109599808e-04
2.4557669669117802e+06  5.9748275191395805e-04
2.4557862043225421e+06  6.2763595144588180e-04
2.4558054334972827e+06  5.8763325012023415e-04
2.4558246638982785e+06  5.5794388583763066e-04
2.4558438890768266e+06  5.9165109360037604e-04
2.4558631146824299e+06  5.9461058594934002e-04
2.4558823368273056e+06  4.8565088491159258e-04
2.4559015617875024e+06  5.5752940079401014e-04
2.4559207812581719e+06  5.6312581091333413e-04
2.4559400031855591e+06  5.6647738961146388e-04
2.4559784423889043e+06  4.9117169942292094e-04
2.4560168806674732e+06  6.3821887351878104e-04
2.4560360995924673e+06  6.2163492657418828e-04
2.4560553211937142e+06  7.8899826326050970e-04
2.4560745395293459e+06  5.6738554985713563e-04
2.4560937593829175e+06  5.8029060778608255e-04
2.4561129782813704e+06  5.7990561958831677e-04
2.4561321968166409e+06  6.1146385587562690e-04
2.4561514183397540e+06  5.3205017866275739e-04
2.4561706372692278e+06  5.8028502007800853e-04
2.4561898599297828e+06  6.1458788104573614e-04
2.4562090797878625e+06  5.8412901853444055e-04
2.4562283006805568e+06  7.2376223965875397e-04
2.4562667436196036e+06  5.0445923784536717e-04
2.4562859660513694e+06  5.9988932525811833e-04
2.4563051919720480e+06  7.5852554641642200e-04
2.4563244114330122e+06  6.4906646593954065e-04
2.4563436343722632e+06  8.0541403781353438e-04
2.4563628587183920e+06  5.8186677824778599e-04
2.4563820821783403e+06  6.9419721899066644e-04
2.4564013062536339e+06  6.7967811969538161e-04
2.4564205339384475e+06  7.7192641674628248e-04
