# Kepler-9c
# T0s err_T0s
2.4549693064653524e+06  8.6651399828951980e-04
2.4550083315317035e+06  1.3472108428516094e-03
2.4550473353954651e+06  7.4862426274080462e-04
2.4550863130665361e+06  1.8851456614186191e-03
2.4551252626826614e+06  1.3008171118258360e-03
2.4551641836160170e+06  2.0706527218408155e-03
2.4552030714924093e+06  9.9462409389161621e-04
2.4552419304615203e+06  8.6566002454446789e-04
2.4552807644521096e+06  1.6955203357156279e-03
2.4553195776100443e+06  1.2338562668787745e-03
2.4553583775916365e+06  1.4642539558735734e-03
2.4553971700230995e+06  1.5455699298172476e-03
2.4554359586153291e+06  6.8200017142316938e-04
2.4554747530782497e+06  7.0012028606925014e-04
2.4555135619946574e+06  7.5324720853586768e-04
2.4555523867039634e+06  7.7026134817970160e-04
2.4555912378158849e+06  8.0899462557226798e-04
2.4556301124228970e+06  8.6749614683867549e-04
2.4556690214888379e+06  7.9607351278809801e-04
2.4557079644878614e+06  7.1009824239354202e-04
2.4557469346620697e+06  9.1922666842947365e-04
2.4557859364872877e+06  6.8884517691003566e-04
2.4558249589645877e+06  7.4434019381897087e-04
2.4558640005054642e+06  7.4103157544413989e-04
2.4559421172257559e+06  7.6396435520109662e-04
2.4559811863972484e+06  1.1081896643645450e-03
2.4560202581071579e+06  7.6235765573073877e-04
2.4560593314894442e+06  7.0832084202265833e-04
2.4560984049787289e+06  7.9902642801243928e-04
2.4561374784086379e+06  7.6162680034030927e-04
2.4561765528985918e+06  7.8885251718929794e-04
2.4562156268230150e+06  7.4873519611173833e-04
2.4562546973853563e+06  8.0035896780827898e-04
2.4562937666818742e+06  7.6552548716790625e-04
2.4563328344610189e+06  7.2429613805979898e-04
2.4563719021136649e+06  6.8005175057805900e-04
2.4564109602829679e+06  8.3400801895550103e-04
